WARNING: kafka-python not installed. Using mock KafkaProducer.
WARNING: kafka-python not installed. Using mock KafkaConsumer.
Starting Network Anomaly Detection System
Starting traffic simulator
Mock KafkaProducer initialized with {'bootstrap_servers': 'localhost:9092', 'value_serializer': <function KafkaNetworkProducer.__init__.<locals>.<lambda> at 0x14a587100>}
Connected to Kafka at localhost:9092
Starting Kafka consumer for topic 'network_traffic'
Mock KafkaConsumer initialized with topics ('network_traffic',) and {'bootstrap_servers': 'localhost:9092', 'auto_offset_reset': 'latest', 'value_deserializer': <function NetworkAnomalyDetectionSystem.consume_traffic.<locals>.<lambda> at 0x14a587380>, 'group_id': 'network_anomaly_detector'}
Producing 10 packets per second to topic 'network_traffic'
Mock send to network_traffic: {'timestamp': '2025-05-15 23:01:52.740457', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 660, 'is_attack': False}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:28.843472', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.5', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1215, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:28.855966', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1126, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:28.868475', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.1', 'src_port': 6024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1438, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:28.879796', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1254, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:28.892296', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 837, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:28.903563', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1060, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:28.916060', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1397, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:28.928559', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1115, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:28.941073', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.2', 'src_port': 5024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1022, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:28.953569', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1259, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:28.966073', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.2', 'src_port': 8024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 692, 'is_attack': True}
ICMP 192.168.1.10 -> 10.0.0.2 (692 bytes)
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:28.978463', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1246, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:28.990505', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1369, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.003001', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1013, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.015501', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 6024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1151, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.025782', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.4', 'src_port': 9024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1140, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.038281', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1177, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.050784', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1115, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.063302', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1098, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.075792', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1492, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.088292', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1225, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.100794', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1479, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.113295', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1347, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.125797', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.2', 'src_port': 6024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1445, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.138300', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 4024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1492, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.149738', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.2', 'src_port': 5024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1399, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.162241', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1039, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.174733', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 240, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.187234', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.3', 'src_port': 1024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 982, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.199747', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 4024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 213, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.209818', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.5', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1037, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.222324', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.4', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1167, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.234476', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1053, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.245491', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1140, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.256168', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 291, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.268669', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1220, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.281182', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 863, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.293678', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1084, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.306084', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1260, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.318582', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.2', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1448, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.328706', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1137, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.341211', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.3', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1100, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.351792', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.3', 'src_port': 2024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1165, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.364306', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 290, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.376814', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1420, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.389317', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1497, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.401818', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1000, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.414323', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1006, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.426463', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 6024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1449, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.438341', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 4024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1495, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.450834', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.4', 'src_port': 8024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 203, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.463344', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1295, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.473579', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 1024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1291, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.485315', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1071, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.497801', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 529, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.510319', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1033, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.520539', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.1', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1253, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.533048', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1471, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.543820', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.3', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1481, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.554252', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1132, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.565080', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1124, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.577574', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1365, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.590073', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1087, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.602577', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.2', 'src_port': 2024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 763, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.615078', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.4', 'src_port': 7024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1044, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.627582', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1064, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.640084', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1217, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.652612', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.2', 'src_port': 4024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1300, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.663495', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1061, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.676005', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.4', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1052, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.687799', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1310, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.700298', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1088, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.712605', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.2', 'src_port': 1024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 708, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.725110', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.1', 'src_port': 2024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1096, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.737606', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1196, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.750107', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1033, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.762565', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1496, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.775090', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1238, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.787586', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.1', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1149, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.800089', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.5', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1199, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.810553', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.4', 'src_port': 1024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1435, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.823053', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1459, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.835571', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1475, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.848070', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.4', 'src_port': 5024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1056, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.860576', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 5024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1377, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.873079', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.1', 'src_port': 4024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1034, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.885584', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.4', 'src_port': 2024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1212, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.898088', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 9024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1126, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.910607', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 2024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 748, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.923114', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1167, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.935618', 'src_ip': '192.168.1.10', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1170, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.948158', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1467, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.959405', 'src_ip': '192.168.1.7', 'dst_ip': '10.0.0.3', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1128, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.970453', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.1', 'src_port': 8024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1378, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.982953', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.3', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1170, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:29.995454', 'src_ip': '192.168.1.6', 'dst_ip': '10.0.0.2', 'src_port': 3024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 596, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.007960', 'src_ip': '192.168.1.3', 'dst_ip': '10.0.0.1', 'src_port': 3024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1488, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.018136', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.5', 'src_port': 1024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1456, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.029286', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.3', 'src_port': 8024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1447, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.039802', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 9024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1216, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.052297', 'src_ip': '192.168.1.8', 'dst_ip': '10.0.0.2', 'src_port': 6024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1397, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.063348', 'src_ip': '192.168.1.1', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1165, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.073756', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.1', 'src_port': 6024, 'dst_port': 53, 'protocol': 'UDP', 'packet_size': 1384, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.086251', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.5', 'src_port': 2024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1151, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.098755', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.1', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1148, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.109445', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.5', 'src_port': 7024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1070, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.121946', 'src_ip': '192.168.1.2', 'dst_ip': '10.0.0.4', 'src_port': 4024, 'dst_port': 80, 'protocol': 'UDP', 'packet_size': 1181, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.134468', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.4', 'src_port': 4024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1442, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.146965', 'src_ip': '192.168.1.5', 'dst_ip': '10.0.0.3', 'src_port': 5024, 'dst_port': 80, 'protocol': 'TCP', 'packet_size': 1295, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.159465', 'src_ip': '192.168.1.9', 'dst_ip': '10.0.0.1', 'src_port': 7024, 'dst_port': 0, 'protocol': 'ICMP', 'packet_size': 1097, 'is_attack': True}
Mock send to network_traffic: {'timestamp': '2025-05-15 23:03:30.171999', 'src_ip': '192.168.1.4', 'dst_ip': '10.0.0.3', 'src_port': 6024, 'dst_port': 80, 'protocol': 'ICMP', 'packet_size': 1334, 'is_attack': True}
